individual_quintile,area_quintile,population,level,outcome,city_id
2,3,52812,comuna,hrs_d_pm10_it1,santiago_2017
4,3,61342,comuna,hrs_d_pm10_it1,santiago_2017
5,3,27560,comuna,hrs_d_pm10_it1,santiago_2017
1,4,41721,comuna,hrs_d_pm10_it1,santiago_2017
2,4,61138,comuna,hrs_d_pm10_it1,santiago_2017
4,4,49903,comuna,hrs_d_pm10_it1,santiago_2017
5,4,44276,comuna,hrs_d_pm10_it1,santiago_2017
3,4,33927,comuna,hrs_d_pm10_it1,santiago_2017
3,1,83996,comuna,hrs_d_pm10_it1,santiago_2017
3,5,11033,comuna,hrs_d_pm10_it1,santiago_2017
3,3,35334,comuna,hrs_d_pm10_it1,santiago_2017
3,2,98917,comuna,hrs_d_pm10_it1,santiago_2017
1,5,28225,comuna,hrs_d_pm10_it2,santiago_2017
2,5,69899,comuna,hrs_d_pm10_it2,santiago_2017
4,5,65943,comuna,hrs_d_pm10_it2,santiago_2017
5,5,98770,comuna,hrs_d_pm10_it2,santiago_2017
1,2,76547,comuna,hrs_d_pm10_it2,santiago_2017
2,2,59782,comuna,hrs_d_pm10_it2,santiago_2017
4,2,42915,comuna,hrs_d_pm10_it2,santiago_2017
5,2,27630,comuna,hrs_d_pm10_it2,santiago_2017
1,1,138303,comuna,hrs_d_pm10_it2,santiago_2017
2,1,115256,comuna,hrs_d_pm10_it2,santiago_2017
4,1,39202,comuna,hrs_d_pm10_it2,santiago_2017
5,1,17960,comuna,hrs_d_pm10_it2,santiago_2017
1,3,46880,comuna,hrs_d_pm10_it2,santiago_2017
2,3,52812,comuna,hrs_d_pm10_it2,santiago_2017
4,3,61342,comuna,hrs_d_pm10_it2,santiago_2017
5,3,27560,comuna,hrs_d_pm10_it2,santiago_2017
1,4,41721,comuna,hrs_d_pm10_it2,santiago_2017
2,4,61138,comuna,hrs_d_pm10_it2,santiago_2017
4,4,49903,comuna,hrs_d_pm10_it2,santiago_2017
5,4,44276,comuna,hrs_d_pm10_it2,santiago_2017
3,4,33927,comuna,hrs_d_pm10_it2,santiago_2017
3,1,83996,comuna,hrs_d_pm10_it2,santiago_2017
3,5,11033,comuna,hrs_d_pm10_it2,santiago_2017
3,3,35334,comuna,hrs_d_pm10_it2,santiago_2017
3,2,98917,comuna,hrs_d_pm10_it2,santiago_2017
1,5,28225,comuna,avg_pm10,santiago_2017
2,5,69899,comuna,avg_pm10,santiago_2017
4,5,65943,comuna,avg_pm10,santiago_2017
5,5,98770,comuna,avg_pm10,santiago_2017
1,2,76547,comuna,avg_pm10,santiago_2017
2,2,59782,comuna,avg_pm10,santiago_2017
4,2,42915,comuna,avg_pm10,santiago_2017
5,2,27630,comuna,avg_pm10,santiago_2017
1,1,138303,comuna,avg_pm10,santiago_2017
2,1,115256,comuna,avg_pm10,santiago_2017
4,1,39202,comuna,avg_pm10,santiago_2017
5,1,17960,comuna,avg_pm10,santiago_2017
1,3,46880,comuna,avg_pm10,santiago_2017
2,3,52812,comuna,avg_pm10,santiago_2017
4,3,61342,comuna,avg_pm10,santiago_2017
5,3,27560,comuna,avg_pm10,santiago_2017
1,4,41721,comuna,avg_pm10,santiago_2017
2,4,61138,comuna,avg_pm10,santiago_2017
4,4,49903,comuna,avg_pm10,santiago_2017
5,4,44276,comuna,avg_pm10,santiago_2017
3,4,33927,comuna,avg_pm10,santiago_2017
3,1,83996,comuna,avg_pm10,santiago_2017
3,5,11033,comuna,avg_pm10,santiago_2017
3,3,35334,comuna,avg_pm10,santiago_2017
3,2,98917,comuna,avg_pm10,santiago_2017
1,5,28225,comuna,hrs_d_pm25_it1,santiago_2017
2,5,69899,comuna,hrs_d_pm25_it1,santiago_2017
4,5,65943,comuna,hrs_d_pm25_it1,santiago_2017
5,5,98770,comuna,hrs_d_pm25_it1,santiago_2017
1,2,76547,comuna,hrs_d_pm25_it1,santiago_2017
2,2,59782,comuna,hrs_d_pm25_it1,santiago_2017
4,2,42915,comuna,hrs_d_pm25_it1,santiago_2017
5,2,27630,comuna,hrs_d_pm25_it1,santiago_2017
1,1,138303,comuna,hrs_d_pm25_it1,santiago_2017
2,1,115256,comuna,hrs_d_pm25_it1,santiago_2017
4,1,39202,comuna,hrs_d_pm25_it1,santiago_2017
5,1,17960,comuna,hrs_d_pm25_it1,santiago_2017
1,3,46880,comuna,hrs_d_pm25_it1,santiago_2017
2,3,52812,comuna,hrs_d_pm25_it1,santiago_2017
4,3,61342,comuna,hrs_d_pm25_it1,santiago_2017
5,3,27560,comuna,hrs_d_pm25_it1,santiago_2017
1,4,41721,comuna,hrs_d_pm25_it1,santiago_2017
2,4,61138,comuna,hrs_d_pm25_it1,santiago_2017
4,4,49903,comuna,hrs_d_pm25_it1,santiago_2017
5,4,44276,comuna,hrs_d_pm25_it1,santiago_2017
3,4,33927,comuna,hrs_d_pm25_it1,santiago_2017
3,1,83996,comuna,hrs_d_pm25_it1,santiago_2017
3,5,11033,comuna,hrs_d_pm25_it1,santiago_2017
3,3,35334,comuna,hrs_d_pm25_it1,santiago_2017
3,2,98917,comuna,hrs_d_pm25_it1,santiago_2017
1,5,28225,comuna,hrs_d_pm25_it2,santiago_2017
2,5,69899,comuna,hrs_d_pm25_it2,santiago_2017
4,5,65943,comuna,hrs_d_pm25_it2,santiago_2017
5,5,98770,comuna,hrs_d_pm25_it2,santiago_2017
1,2,76547,comuna,hrs_d_pm25_it2,santiago_2017
2,2,59782,comuna,hrs_d_pm25_it2,santiago_2017
4,2,42915,comuna,hrs_d_pm25_it2,santiago_2017
5,2,27630,comuna,hrs_d_pm25_it2,santiago_2017
1,1,138303,comuna,hrs_d_pm25_it2,santiago_2017
2,1,115256,comuna,hrs_d_pm25_it2,santiago_2017
4,1,39202,comuna,hrs_d_pm25_it2,santiago_2017
5,1,17960,comuna,hrs_d_pm25_it2,santiago_2017
1,3,46880,comuna,hrs_d_pm25_it2,santiago_2017
2,3,52812,comuna,hrs_d_pm25_it2,santiago_2017
4,3,61342,comuna,hrs_d_pm25_it2,santiago_2017
5,3,27560,comuna,hrs_d_pm25_it2,santiago_2017
1,4,41721,comuna,hrs_d_pm25_it2,santiago_2017
2,4,61138,comuna,hrs_d_pm25_it2,santiago_2017
4,4,49903,comuna,hrs_d_pm25_it2,santiago_2017
5,4,44276,comuna,hrs_d_pm25_it2,santiago_2017
3,4,33927,comuna,hrs_d_pm25_it2,santiago_2017
3,1,83996,comuna,hrs_d_pm25_it2,santiago_2017
3,5,11033,comuna,hrs_d_pm25_it2,santiago_2017
3,3,35334,comuna,hrs_d_pm25_it2,santiago_2017
3,2,98917,comuna,hrs_d_pm25_it2,santiago_2017
1,5,28225,comuna,avg_pm25,santiago_2017
2,5,69899,comuna,avg_pm25,santiago_2017
4,5,65943,comuna,avg_pm25,santiago_2017
5,5,98770,comuna,avg_pm25,santiago_2017
1,2,76547,comuna,avg_pm25,santiago_2017
2,2,59782,comuna,avg_pm25,santiago_2017
4,2,42915,comuna,avg_pm25,santiago_2017
5,2,27630,comuna,avg_pm25,santiago_2017
1,1,138303,comuna,avg_pm25,santiago_2017
2,1,115256,comuna,avg_pm25,santiago_2017
4,1,39202,comuna,avg_pm25,santiago_2017
5,1,17960,comuna,avg_pm25,santiago_2017
1,3,46880,comuna,avg_pm25,santiago_2017
2,3,52812,comuna,avg_pm25,santiago_2017
4,3,61342,comuna,avg_pm25,santiago_2017
5,3,27560,comuna,avg_pm25,santiago_2017
1,4,41721,comuna,avg_pm25,santiago_2017
2,4,61138,comuna,avg_pm25,santiago_2017
4,4,49903,comuna,avg_pm25,santiago_2017
5,4,44276,comuna,avg_pm25,santiago_2017
3,4,33927,comuna,avg_pm25,santiago_2017
3,1,83996,comuna,avg_pm25,santiago_2017
3,5,11033,comuna,avg_pm25,santiago_2017
3,3,35334,comuna,avg_pm25,santiago_2017
3,2,98917,comuna,avg_pm25,santiago_2017
1,3,117954.888804992,fine,hrs_d_pm10_it1,sao_paulo_2010
2,3,132716.646149666,fine,hrs_d_pm10_it1,sao_paulo_2010
3,3,132916.376807758,fine,hrs_d_pm10_it1,sao_paulo_2010
5,3,60947.2394571031,fine,hrs_d_pm10_it1,sao_paulo_2010
1,1,125666.222982802,fine,hrs_d_pm10_it1,sao_paulo_2010
2,1,135438.402600504,fine,hrs_d_pm10_it1,sao_paulo_2010
3,1,100777.174006754,fine,hrs_d_pm10_it1,sao_paulo_2010
5,1,46035.752259118,fine,hrs_d_pm10_it1,sao_paulo_2010
1,2,128869.850936197,fine,hrs_d_pm10_it1,sao_paulo_2010
2,2,146488.009533549,fine,hrs_d_pm10_it1,sao_paulo_2010
3,2,132687.237685924,fine,hrs_d_pm10_it1,sao_paulo_2010
5,2,36994.8524631671,fine,hrs_d_pm10_it1,sao_paulo_2010
1,4,122645.124881962,fine,hrs_d_pm10_it1,sao_paulo_2010
2,4,133100.248691111,fine,hrs_d_pm10_it1,sao_paulo_2010
3,4,150582.800094525,fine,hrs_d_pm10_it1,sao_paulo_2010
5,4,179738.538207967,fine,hrs_d_pm10_it1,sao_paulo_2010
1,5,62736.1997824294,fine,hrs_d_pm10_it1,sao_paulo_2010
2,5,59957.6363090726,fine,hrs_d_pm10_it1,sao_paulo_2010
3,5,90068.2396843723,fine,hrs_d_pm10_it1,sao_paulo_2010
5,5,461681.020958014,fine,hrs_d_pm10_it1,sao_paulo_2010
4,3,133067.674590902,fine,hrs_d_pm10_it1,sao_paulo_2010
4,1,60267.1212157476,fine,hrs_d_pm10_it1,sao_paulo_2010
4,4,194497.006411832,fine,hrs_d_pm10_it1,sao_paulo_2010
4,5,189969.373884453,fine,hrs_d_pm10_it1,sao_paulo_2010
4,2,75581.1502904837,fine,hrs_d_pm10_it1,sao_paulo_2010
1,3,117954.888804992,fine,hrs_d_pm10_it2,sao_paulo_2010
2,3,132716.646149666,fine,hrs_d_pm10_it2,sao_paulo_2010
3,3,132916.376807758,fine,hrs_d_pm10_it2,sao_paulo_2010
5,3,60947.2394571031,fine,hrs_d_pm10_it2,sao_paulo_2010
1,1,125666.222982802,fine,hrs_d_pm10_it2,sao_paulo_2010
2,1,135438.402600504,fine,hrs_d_pm10_it2,sao_paulo_2010
3,1,100777.174006754,fine,hrs_d_pm10_it2,sao_paulo_2010
5,1,46035.752259118,fine,hrs_d_pm10_it2,sao_paulo_2010
1,2,128869.850936197,fine,hrs_d_pm10_it2,sao_paulo_2010
2,2,146488.009533549,fine,hrs_d_pm10_it2,sao_paulo_2010
3,2,132687.237685924,fine,hrs_d_pm10_it2,sao_paulo_2010
5,2,36994.8524631671,fine,hrs_d_pm10_it2,sao_paulo_2010
1,4,122645.124881962,fine,hrs_d_pm10_it2,sao_paulo_2010
2,4,133100.248691111,fine,hrs_d_pm10_it2,sao_paulo_2010
3,4,150582.800094525,fine,hrs_d_pm10_it2,sao_paulo_2010
5,4,179738.538207967,fine,hrs_d_pm10_it2,sao_paulo_2010
1,5,62736.1997824294,fine,hrs_d_pm10_it2,sao_paulo_2010
2,5,59957.6363090726,fine,hrs_d_pm10_it2,sao_paulo_2010
3,5,90068.2396843723,fine,hrs_d_pm10_it2,sao_paulo_2010
5,5,461681.020958014,fine,hrs_d_pm10_it2,sao_paulo_2010
4,3,133067.674590902,fine,hrs_d_pm10_it2,sao_paulo_2010
4,1,60267.1212157476,fine,hrs_d_pm10_it2,sao_paulo_2010
4,4,194497.006411832,fine,hrs_d_pm10_it2,sao_paulo_2010
4,5,189969.373884453,fine,hrs_d_pm10_it2,sao_paulo_2010
4,2,75581.1502904837,fine,hrs_d_pm10_it2,sao_paulo_2010
1,3,117954.888804992,fine,avg_pm10,sao_paulo_2010
2,3,132716.646149666,fine,avg_pm10,sao_paulo_2010
3,3,132916.376807758,fine,avg_pm10,sao_paulo_2010
5,3,60947.2394571031,fine,avg_pm10,sao_paulo_2010
1,1,125666.222982802,fine,avg_pm10,sao_paulo_2010
2,1,135438.402600504,fine,avg_pm10,sao_paulo_2010
3,1,100777.174006754,fine,avg_pm10,sao_paulo_2010
5,1,46035.752259118,fine,avg_pm10,sao_paulo_2010
1,2,128869.850936197,fine,avg_pm10,sao_paulo_2010
2,2,146488.009533549,fine,avg_pm10,sao_paulo_2010
3,2,132687.237685924,fine,avg_pm10,sao_paulo_2010
5,2,36994.8524631671,fine,avg_pm10,sao_paulo_2010
1,4,122645.124881962,fine,avg_pm10,sao_paulo_2010
2,4,133100.248691111,fine,avg_pm10,sao_paulo_2010
3,4,150582.800094525,fine,avg_pm10,sao_paulo_2010
5,4,179738.538207967,fine,avg_pm10,sao_paulo_2010
1,5,62736.1997824294,fine,avg_pm10,sao_paulo_2010
2,5,59957.6363090726,fine,avg_pm10,sao_paulo_2010
3,5,90068.2396843723,fine,avg_pm10,sao_paulo_2010
5,5,461681.020958014,fine,avg_pm10,sao_paulo_2010
4,3,133067.674590902,fine,avg_pm10,sao_paulo_2010
4,1,60267.1212157476,fine,avg_pm10,sao_paulo_2010
4,4,194497.006411832,fine,avg_pm10,sao_paulo_2010
4,5,189969.373884453,fine,avg_pm10,sao_paulo_2010
4,2,75581.1502904837,fine,avg_pm10,sao_paulo_2010
1,3,82605.5061128364,fine,hrs_d_pm25_it1,sao_paulo_2010
2,3,105997.20658312,fine,hrs_d_pm25_it1,sao_paulo_2010
3,3,97497.0541289796,fine,hrs_d_pm25_it1,sao_paulo_2010
5,3,47407.7590071628,fine,hrs_d_pm25_it1,sao_paulo_2010
1,1,121557.967940384,fine,hrs_d_pm25_it1,sao_paulo_2010
2,1,124267.442604561,fine,hrs_d_pm25_it1,sao_paulo_2010
3,1,94988.167980174,fine,hrs_d_pm25_it1,sao_paulo_2010
5,1,43873.139836575,fine,hrs_d_pm25_it1,sao_paulo_2010
1,2,88311.0501151358,fine,hrs_d_pm25_it1,sao_paulo_2010
2,2,103503.500201946,fine,hrs_d_pm25_it1,sao_paulo_2010
3,2,88387.262596934,fine,hrs_d_pm25_it1,sao_paulo_2010
5,2,27506.9105829597,fine,hrs_d_pm25_it1,sao_paulo_2010
1,5,89186.0183468721,fine,hrs_d_pm25_it1,sao_paulo_2010
2,5,78922.9961974554,fine,hrs_d_pm25_it1,sao_paulo_2010
3,5,117451.35262071,fine,hrs_d_pm25_it1,sao_paulo_2010
5,5,528462.213677299,fine,hrs_d_pm25_it1,sao_paulo_2010
1,4,90396.2583778569,fine,hrs_d_pm25_it1,sao_paulo_2010
2,4,101398.221522956,fine,hrs_d_pm25_it1,sao_paulo_2010
3,4,105656.472929414,fine,hrs_d_pm25_it1,sao_paulo_2010
5,4,134121.891662025,fine,hrs_d_pm25_it1,sao_paulo_2010
4,3,103469.016384898,fine,hrs_d_pm25_it1,sao_paulo_2010
4,1,57273.7212806081,fine,hrs_d_pm25_it1,sao_paulo_2010
4,4,129487.860806341,fine,hrs_d_pm25_it1,sao_paulo_2010
4,5,248670.758066466,fine,hrs_d_pm25_it1,sao_paulo_2010
4,2,46219.5660485017,fine,hrs_d_pm25_it1,sao_paulo_2010
1,3,82605.5061128364,fine,hrs_d_pm25_it2,sao_paulo_2010
2,3,105997.20658312,fine,hrs_d_pm25_it2,sao_paulo_2010
3,3,97497.0541289796,fine,hrs_d_pm25_it2,sao_paulo_2010
5,3,47407.7590071628,fine,hrs_d_pm25_it2,sao_paulo_2010
1,1,121557.967940384,fine,hrs_d_pm25_it2,sao_paulo_2010
2,1,124267.442604561,fine,hrs_d_pm25_it2,sao_paulo_2010
3,1,94988.167980174,fine,hrs_d_pm25_it2,sao_paulo_2010
5,1,43873.139836575,fine,hrs_d_pm25_it2,sao_paulo_2010
1,2,88311.0501151358,fine,hrs_d_pm25_it2,sao_paulo_2010
2,2,103503.500201946,fine,hrs_d_pm25_it2,sao_paulo_2010
3,2,88387.262596934,fine,hrs_d_pm25_it2,sao_paulo_2010
5,2,27506.9105829597,fine,hrs_d_pm25_it2,sao_paulo_2010
1,5,89186.0183468721,fine,hrs_d_pm25_it2,sao_paulo_2010
2,5,78922.9961974554,fine,hrs_d_pm25_it2,sao_paulo_2010
3,5,117451.35262071,fine,hrs_d_pm25_it2,sao_paulo_2010
5,5,528462.213677299,fine,hrs_d_pm25_it2,sao_paulo_2010
1,4,90396.2583778569,fine,hrs_d_pm25_it2,sao_paulo_2010
2,4,101398.221522956,fine,hrs_d_pm25_it2,sao_paulo_2010
3,4,105656.472929414,fine,hrs_d_pm25_it2,sao_paulo_2010
5,4,134121.891662025,fine,hrs_d_pm25_it2,sao_paulo_2010
4,3,103469.016384898,fine,hrs_d_pm25_it2,sao_paulo_2010
4,1,57273.7212806081,fine,hrs_d_pm25_it2,sao_paulo_2010
4,4,129487.860806341,fine,hrs_d_pm25_it2,sao_paulo_2010
4,5,248670.758066466,fine,hrs_d_pm25_it2,sao_paulo_2010
4,2,46219.5660485017,fine,hrs_d_pm25_it2,sao_paulo_2010
1,3,82605.5061128364,fine,avg_pm25,sao_paulo_2010
2,3,105997.20658312,fine,avg_pm25,sao_paulo_2010
3,3,97497.0541289796,fine,avg_pm25,sao_paulo_2010
5,3,47407.7590071628,fine,avg_pm25,sao_paulo_2010
1,1,121557.967940384,fine,avg_pm25,sao_paulo_2010
2,1,124267.442604561,fine,avg_pm25,sao_paulo_2010
3,1,94988.167980174,fine,avg_pm25,sao_paulo_2010
5,1,43873.139836575,fine,avg_pm25,sao_paulo_2010
1,2,88311.0501151358,fine,avg_pm25,sao_paulo_2010
2,2,103503.500201946,fine,avg_pm25,sao_paulo_2010
3,2,88387.262596934,fine,avg_pm25,sao_paulo_2010
5,2,27506.9105829597,fine,avg_pm25,sao_paulo_2010
1,5,89186.0183468721,fine,avg_pm25,sao_paulo_2010
2,5,78922.9961974554,fine,avg_pm25,sao_paulo_2010
3,5,117451.35262071,fine,avg_pm25,sao_paulo_2010
5,5,528462.213677299,fine,avg_pm25,sao_paulo_2010
1,4,90396.2583778569,fine,avg_pm25,sao_paulo_2010
2,4,101398.221522956,fine,avg_pm25,sao_paulo_2010
3,4,105656.472929414,fine,avg_pm25,sao_paulo_2010
5,4,134121.891662025,fine,avg_pm25,sao_paulo_2010
4,3,103469.016384898,fine,avg_pm25,sao_paulo_2010
4,1,57273.7212806081,fine,avg_pm25,sao_paulo_2010
4,4,129487.860806341,fine,avg_pm25,sao_paulo_2010
4,5,248670.758066466,fine,avg_pm25,sao_paulo_2010
4,2,46219.5660485017,fine,avg_pm25,sao_paulo_2010
1,1,115112.64291761,municipio,hrs_d_pm10_it1,sao_paulo_2010
2,1,150767.197415793,municipio,hrs_d_pm10_it1,sao_paulo_2010
3,1,152384.843424059,municipio,hrs_d_pm10_it1,sao_paulo_2010
5,1,36595.9286263793,municipio,hrs_d_pm10_it1,sao_paulo_2010
1,2,104997.888047958,municipio,hrs_d_pm10_it1,sao_paulo_2010
2,2,139258.117206035,municipio,hrs_d_pm10_it1,sao_paulo_2010
3,2,89633.050990571,municipio,hrs_d_pm10_it1,sao_paulo_2010
5,2,85940.5036957922,municipio,hrs_d_pm10_it1,sao_paulo_2010
4,2,51026.2765305708,municipio,hrs_d_pm10_it1,sao_paulo_2010
1,5,337761.756422814,municipio,hrs_d_pm10_it1,sao_paulo_2010
2,5,317675.628662075,municipio,hrs_d_pm10_it1,sao_paulo_2010
3,5,365013.933864703,municipio,hrs_d_pm10_it1,sao_paulo_2010
4,5,602356.049862848,municipio,hrs_d_pm10_it1,sao_paulo_2010
5,5,662860.971023198,municipio,hrs_d_pm10_it1,sao_paulo_2010
1,1,115112.64291761,municipio,hrs_d_pm10_it2,sao_paulo_2010
2,1,150767.197415793,municipio,hrs_d_pm10_it2,sao_paulo_2010
3,1,152384.843424059,municipio,hrs_d_pm10_it2,sao_paulo_2010
5,1,36595.9286263793,municipio,hrs_d_pm10_it2,sao_paulo_2010
1,2,104997.888047958,municipio,hrs_d_pm10_it2,sao_paulo_2010
2,2,139258.117206035,municipio,hrs_d_pm10_it2,sao_paulo_2010
3,2,89633.050990571,municipio,hrs_d_pm10_it2,sao_paulo_2010
5,2,85940.5036957922,municipio,hrs_d_pm10_it2,sao_paulo_2010
4,2,51026.2765305708,municipio,hrs_d_pm10_it2,sao_paulo_2010
1,5,337761.756422814,municipio,hrs_d_pm10_it2,sao_paulo_2010
2,5,317675.628662075,municipio,hrs_d_pm10_it2,sao_paulo_2010
3,5,365013.933864703,municipio,hrs_d_pm10_it2,sao_paulo_2010
4,5,602356.049862848,municipio,hrs_d_pm10_it2,sao_paulo_2010
5,5,662860.971023198,municipio,hrs_d_pm10_it2,sao_paulo_2010
1,1,115112.64291761,municipio,avg_pm10,sao_paulo_2010
2,1,150767.197415793,municipio,avg_pm10,sao_paulo_2010
3,1,152384.843424059,municipio,avg_pm10,sao_paulo_2010
5,1,36595.9286263793,municipio,avg_pm10,sao_paulo_2010
1,2,104997.888047958,municipio,avg_pm10,sao_paulo_2010
2,2,139258.117206035,municipio,avg_pm10,sao_paulo_2010
3,2,89633.050990571,municipio,avg_pm10,sao_paulo_2010
5,2,85940.5036957922,municipio,avg_pm10,sao_paulo_2010
4,2,51026.2765305708,municipio,avg_pm10,sao_paulo_2010
1,5,337761.756422814,municipio,avg_pm10,sao_paulo_2010
2,5,317675.628662075,municipio,avg_pm10,sao_paulo_2010
3,5,365013.933864703,municipio,avg_pm10,sao_paulo_2010
4,5,602356.049862848,municipio,avg_pm10,sao_paulo_2010
5,5,662860.971023198,municipio,avg_pm10,sao_paulo_2010
1,1,76634.548831082,municipio,hrs_d_pm25_it1,sao_paulo_2010
2,1,101355.286420714,municipio,hrs_d_pm25_it1,sao_paulo_2010
3,1,99271.7936056349,municipio,hrs_d_pm25_it1,sao_paulo_2010
5,1,24132.4725600837,municipio,hrs_d_pm25_it1,sao_paulo_2010
1,2,104997.888047958,municipio,hrs_d_pm25_it1,sao_paulo_2010
2,2,139258.117206035,municipio,hrs_d_pm25_it1,sao_paulo_2010
3,2,89633.050990571,municipio,hrs_d_pm25_it1,sao_paulo_2010
5,2,85940.5036957922,municipio,hrs_d_pm25_it1,sao_paulo_2010
4,2,51026.2765305708,municipio,hrs_d_pm25_it1,sao_paulo_2010
1,5,290424.364014045,municipio,hrs_d_pm25_it1,sao_paulo_2010
2,5,273475.963483288,municipio,hrs_d_pm25_it1,sao_paulo_2010
3,5,315075.465660007,municipio,hrs_d_pm25_it1,sao_paulo_2010
4,5,534094.646056244,municipio,hrs_d_pm25_it1,sao_paulo_2010
5,5,671298.938510146,municipio,hrs_d_pm25_it1,sao_paulo_2010
1,1,76634.548831082,municipio,hrs_d_pm25_it2,sao_paulo_2010
2,1,101355.286420714,municipio,hrs_d_pm25_it2,sao_paulo_2010
3,1,99271.7936056349,municipio,hrs_d_pm25_it2,sao_paulo_2010
5,1,24132.4725600837,municipio,hrs_d_pm25_it2,sao_paulo_2010
1,2,104997.888047958,municipio,hrs_d_pm25_it2,sao_paulo_2010
2,2,139258.117206035,municipio,hrs_d_pm25_it2,sao_paulo_2010
3,2,89633.050990571,municipio,hrs_d_pm25_it2,sao_paulo_2010
5,2,85940.5036957922,municipio,hrs_d_pm25_it2,sao_paulo_2010
4,2,51026.2765305708,municipio,hrs_d_pm25_it2,sao_paulo_2010
1,5,290424.364014045,municipio,hrs_d_pm25_it2,sao_paulo_2010
2,5,273475.963483288,municipio,hrs_d_pm25_it2,sao_paulo_2010
3,5,315075.465660007,municipio,hrs_d_pm25_it2,sao_paulo_2010
4,5,534094.646056244,municipio,hrs_d_pm25_it2,sao_paulo_2010
5,5,671298.938510146,municipio,hrs_d_pm25_it2,sao_paulo_2010
1,1,76634.548831082,municipio,avg_pm25,sao_paulo_2010
2,1,101355.286420714,municipio,avg_pm25,sao_paulo_2010
3,1,99271.7936056349,municipio,avg_pm25,sao_paulo_2010
5,1,24132.4725600837,municipio,avg_pm25,sao_paulo_2010
1,2,104997.888047958,municipio,avg_pm25,sao_paulo_2010
2,2,139258.117206035,municipio,avg_pm25,sao_paulo_2010
3,2,89633.050990571,municipio,avg_pm25,sao_paulo_2010
5,2,85940.5036957922,municipio,avg_pm25,sao_paulo_2010
4,2,51026.2765305708,municipio,avg_pm25,sao_paulo_2010
1,5,290424.364014045,municipio,avg_pm25,sao_paulo_2010
2,5,273475.963483288,municipio,avg_pm25,sao_paulo_2010
3,5,315075.465660007,municipio,avg_pm25,sao_paulo_2010
4,5,534094.646056244,municipio,avg_pm25,sao_paulo_2010
5,5,671298.938510146,municipio,avg_pm25,sao_paulo_2010
